gametime,gameid,summonerid,gametype
1529679611,3248785724,25260179,Ranked Solo
1529646286,3248384167,25260179,Ranked Solo
1529643821,3248402902,25260179,Ranked Solo
1529608627,3248290188,25260179,Ranked Solo
1529606786,3248258688,25260179,Ranked Solo
1529604979,3248217960,25260179,Ranked Solo
1529603198,3248234321,25260179,Ranked Solo
1529601115,3248211885,25260179,Ranked Solo
1529560367,3247470030,25260179,Ranked Solo
1528902871,3240329680,56921556,Ranked Solo
1528901330,3240314257,56921556,Ranked Solo
1528899285,3240267483,56921556,Ranked Solo
1528891999,3240181039,56921556,Ranked Solo
1528882681,3240010829,56921556,Ranked Solo
1528881329,3239964791,56921556,Ranked Solo
1528878811,3239856383,56921556,Ranked Solo
1528876673,3239827664,56921556,Ranked Solo
1528874455,3239758834,56921556,Ranked Solo
1528872443,3239751795,56921556,Ranked Solo
1528870014,3239743094,56921556,Ranked Solo
1528829392,3239148306,56921556,Ranked Solo
1528827417,3239144687,56921556,Ranked Solo
1528821037,3239046607,56921556,Ranked Solo
1528818910,3239030869,56921556,Ranked Solo
1528816609,3238930921,56921556,Ranked Solo
1528814097,3238731509,56921556,Ranked Solo
1528812156,3238654401,56921556,Ranked Solo
1528810393,3238567514,56921556,Ranked Solo
1528809020,3238522650,56921556,Ranked Solo
1531558732,3272495252,56951349,Ranked Solo
1531556842,3272451281,56951349,Ranked Solo
1531502871,3271732956,56951349,Ranked Solo
1531500413,3271679028,56951349,Ranked Solo
1531498871,3271700323,56951349,Ranked Solo
1531330983,3270083916,56951349,Ranked Solo
1531328198,3270049944,56951349,Ranked Solo
1531325134,3270043246,56951349,Ranked Solo
1531323178,3269975993,56951349,Ranked Solo
1531319424,3269946882,56951349,URF
1531216722,3268521403,56951349,URF
1531214727,3268463357,56951349,Ranked Solo
1531157977,3268049392,56951349,ARAM
1531128018,3267299353,56951349,Ranked Solo
1531125366,3267253467,56951349,Ranked Solo
1531107930,3267056023,56951349,Ranked Solo
1531074767,3266964466,56951349,URF
1531073633,3266972340,56951349,URF
1531071456,3266927998,56951349,Ranked Solo
1531068503,3266914793,56951349,URF
1529557872,3247457740,25260179,Ranked Solo
1529555632,3247464944,25260179,Ranked Solo
1529521847,3247336026,25260179,Ranked Solo
1529518958,3247333434,25260179,Ranked Solo
1529516345,3247340788,25260179,Ranked Solo
1529514633,3247318516,25260179,Ranked Solo
1529513087,3247295090,25260179,Ranked Solo
1529510926,3247312099,25260179,Ranked Solo
1529508599,3247267158,25260179,Ranked Solo
1529507260,3247242440,25260179,Ranked Solo
1529505315,3247177423,25260179,Ranked Solo
1529503082,3247139421,25260179,Ranked Solo
1529500092,3247121557,25260179,Ranked Solo
1529497586,3247073742,25260179,Ranked Solo
1529494889,3247056840,25260179,Ranked Solo
1529492293,3247051987,25260179,Ranked Solo
1529486092,3246967782,25260179,Ranked Solo
1529484062,3246954943,25260179,Ranked Solo
1529481994,3246940038,25260179,Ranked Solo
1529436160,3246405422,25260179,Ranked Solo
1531067099,3266921229,56951349,URF
1531037953,3266347925,56951349,Ranked Solo
1530989799,3265612933,56951349,URF
1530987822,3265577965,56951349,Ranked Solo
1530985155,3265571489,56951349,Ranked Solo
1530982961,3265514599,56951349,Ranked Solo
1530980024,3265476976,56951349,URF
1530979000,3265462701,56951349,URF
1530971452,3265281259,56951349,URF
1530970028,3265242625,56951349,URF
1530968575,3265196551,56951349,URF
1530964757,3265108276,56951349,URF
1530962047,3265018012,56951349,Ranked Solo
1530960177,3265051777,56951349,URF
1530958776,3264997832,56951349,URF
1530957225,3264972640,56951349,URF
1530956056,3264938139,56951349,URF
1530948220,3264783566,56951349,URF
1530946739,3264747194,56951349,URF
1530945024,3264720810,56951349,URF
1528807133,3238494922,56921556,Ranked Solo
1528805596,3238428857,56921556,Ranked Solo
1528803089,3238423006,56921556,Ranked Solo
1528801590,3238377912,56921556,Ranked Solo
1528800077,3238373115,56921556,Ranked Solo
1528783778,3238209841,56921556,Ranked Solo
1528782000,3238187270,56921556,Ranked Solo
1528778990,3238194454,56921556,Ranked Solo
1528743567,3238083726,56921556,Ranked Solo
1528740869,3238071758,56921556,Ranked Solo
1528738824,3238029874,56921556,Ranked Solo
1528737237,3238027819,56921556,Ranked Solo
1528735715,3238054088,56921556,Ranked Solo
1528733168,3237989287,56921556,Ranked Solo
1528731222,3238014062,56921556,Ranked Solo
1528725453,3237904701,56921556,Ranked Solo
1528722036,3237826834,56921556,Ranked Solo
1528718965,3237776400,56921556,Ranked Solo
1528717169,3237755362,56921556,Ranked Solo
1528714233,3237721106,56921556,Ranked Solo
1530899975,3264234158,56951349,URF
1530897961,3264149690,56951349,URF
1530896536,3264125128,56951349,Ranked Solo
1530894576,3264076152,56951349,Ranked Solo
1530892380,3263949481,56951349,Ranked Solo
1530859390,3263238568,56951349,Ranked Solo
1530857088,3263224165,56951349,Ranked Solo
1530855469,3263177980,56951349,Ranked Solo
1530853595,3263192151,56951349,Ranked Solo
1530852148,3263129646,56951349,Ranked Solo
1530850396,3263143208,56951349,Ranked Solo
1530847172,3263089210,56951349,Ranked Solo
1530816922,3263020851,56951349,URF
1530813293,3262994288,56951349,Normal
1530810770,3262958376,56951349,Ranked Solo
1530806579,3262950523,56951349,Ranked Solo
1530804658,3262914454,56951349,Ranked Solo
1530760185,3261910112,56951349,Ranked Solo
1530729807,3261778176,56951349,Ranked Solo
1530727236,3261755630,56951349,Ranked Solo
1529434090,3246432179,25260179,Ranked Solo
1529432124,3246389700,25260179,Ranked Solo
1529429590,3246349273,25260179,Ranked Solo
1529427856,3246356378,25260179,Ranked Solo
1529425958,3246342719,25260179,Ranked Solo
1529422695,3246297940,25260179,Ranked Solo
1529421300,3246331776,25260179,Ranked Solo
1529417547,3246263657,25260179,Ranked Solo
1529405834,3246078247,25260179,Ranked Solo
1529403677,3246053528,25260179,Ranked Solo
1529399979,3246006214,25260179,Ranked Solo
1529397168,3245969446,25260179,Ranked Solo
1529395169,3245965594,25260179,Ranked Solo
1529386345,3245842537,25260179,Ranked Solo
1529384471,3245792195,25260179,Ranked Solo
1529319173,3245219642,25260179,Ranked Solo
1529317735,3245206366,25260179,Ranked Solo
1529049468,3241592444,25260179,Ranked Solo
1529046049,3241546079,25260179,Ranked Solo
1529039472,3241496623,25260179,Ranked Solo
1528712540,3237617640,56921556,Ranked Solo
1528688862,3237196162,56921556,Ranked Solo
1528655058,3237087790,56921556,Ranked Solo
1528653315,3237124441,56921556,Ranked Solo
1528650811,3237110504,56921556,Ranked Solo
1528648589,3237037938,56921556,Ranked Solo
1528646218,3237051919,56921556,Ranked Solo
1528644299,3237017415,56921556,Ranked Solo
1528613665,3236389680,56921556,Ranked Solo
1528611416,3236420085,56921556,Ranked Solo
1528609252,3236330979,56921556,Ranked Solo
1528564898,3235697642,56921556,Ranked Solo
1528561881,3235657523,56921556,Ranked Solo
1528553875,3235497366,56921556,Ranked Solo
1528552009,3235465754,56921556,Ranked Solo
1528550096,3235438052,56921556,Ranked Solo
1528537028,3235187032,56921556,Ranked Solo
1528526963,3234709634,56921556,Ranked Solo
1528524137,3234710967,56921556,Ranked Solo
1528522177,3234635290,56921556,Ranked Solo
1529003472,3241385128,25260179,Ranked Solo
1529001586,3241393301,25260179,Ranked Solo
1528999539,3241401034,25260179,Ranked Solo
1528997435,3241368126,25260179,Ranked Solo
1528995232,3241344817,25260179,Ranked Solo
1528992338,3241287473,25260179,Ranked Solo
1528989624,3241311949,25260179,Ranked Solo
1528973833,3241045486,25260179,ARAM
1528972040,3241040797,25260179,Ranked Solo
1528954555,3240867069,25260179,Ranked Solo
1528951001,3240833833,25260179,Ranked Solo
1528917612,3240724131,25260179,Ranked Solo
1528829265,3239156982,25260179,Ranked Solo
1528827037,3239152605,25260179,Ranked Solo
1528824064,3239107422,25260179,Ranked Solo
1528821636,3239029554,25260179,Ranked Solo
1528819623,3239042504,25260179,Ranked Solo
1528817773,3238896116,25260179,Ranked Solo
1528812429,3238654457,25260179,Ranked Solo
1528782678,3238188536,25260179,Ranked Solo
1530725021,3261742363,56951349,Ranked Solo
1530722760,3261718456,56951349,Ranked Solo
1530721195,3261685168,56951349,Ranked Solo
1530719120,3261700441,56951349,Ranked Solo
1530717721,3261665776,56951349,Ranked Solo
1530639994,3260858699,56951349,URF
1530634614,3260816312,56951349,Ranked Solo
1530632850,3260782483,56951349,Ranked Solo
1530628278,3260686933,56951349,URF
1530609510,3260087846,56951349,Ranked Solo
1530601574,3259983494,56951349,Ranked Solo
1530588702,3259806022,56951349,Ranked Solo
1530555162,3259731096,56951349,Ranked Solo
1530553211,3259659502,56951349,Ranked Solo
1530551715,3259647329,56951349,Ranked Solo
1530549713,3259641133,56951349,Ranked Solo
1530547305,3259615598,56951349,Ranked Solo
1530545488,3259620690,56951349,Ranked Solo
1530524859,3259214783,56951349,URF
1530522418,3259155575,56951349,Ranked Solo
1528522979,3234635951,64250795,Ranked Solo
1528521051,3234600767,64250795,Ranked Solo
1528484974,3234373053,64250795,Ranked Solo
1528482018,3234319099,64250795,Ranked Solo
1528479519,3234346207,64250795,Ranked Solo
1528478546,3234332295,64250795,Ranked Solo
1528476974,3234278702,64250795,Ranked Solo
1528475500,3234272278,64250795,Ranked Solo
1528473025,3234215078,64250795,Ranked Solo
1528471386,3234193808,64250795,Ranked Solo
1528466805,3234076447,64250795,Ranked Solo
1528464658,3234038928,64250795,Ranked Solo
1528462933,3234023011,64250795,Ranked Solo
1528461278,3233993438,64250795,Ranked Solo
1528459130,3233947956,64250795,Ranked Solo
1528457539,3233940234,64250795,Ranked Solo
1528454624,3233862345,64250795,Ranked Solo
1528440292,3233408133,64250795,Ranked Solo
1528438707,3233365998,64250795,Ranked Solo
1528436497,3233391132,64250795,Ranked Solo
1528780388,3238176428,25260179,Ranked Solo
1528743419,3238103152,25260179,Ranked Solo
1528740556,3238071955,25260179,Ranked Solo
1528738902,3238049069,25260179,Ranked Solo
1528735051,3238041288,25260179,Ranked Solo
1528731926,3237996622,25260179,Ranked Solo
1528730427,3237972844,25260179,Ranked Solo
1528658211,3237109621,25260179,Ranked Solo
1528654852,3237126114,25260179,Ranked Solo
1528652716,3237104171,25260179,Ranked Solo
1528650890,3237110721,25260179,Ranked Solo
1528648608,3237067196,25260179,Ranked Solo
1528628787,3236707695,25260179,Ranked Solo
1528625693,3236669401,25260179,Ranked Solo
1528623934,3236642349,25260179,Ranked Solo
1528610097,3236349437,25260179,ARAM
1528608820,3236313553,25260179,Ranked Solo
1528607092,3236116073,25260179,Ranked Solo
1528573211,3235805553,25260179,Ranked Solo
1528570726,3235802352,25260179,Ranked Solo
1530520036,3259109893,56951349,Ranked Solo
1530503110,3258962070,56951349,Ranked Solo
1530500660,3258909166,56951349,Ranked Solo
1530470894,3258828415,56951349,Ranked Solo
1530468155,3258795639,56951349,Ranked Solo
1530465830,3258810169,56951349,Ranked Solo
1530458068,3258730724,56951349,Ranked Solo
1530456395,3258664262,56951349,Ranked Solo
1530451267,3258474520,56951349,URF
1530448254,3258219272,56951349,URF
1530445943,3258157407,56951349,URF
1530396916,3257447102,56951349,URF
1530395632,3257406866,56951349,URF
1530393997,3257415209,56951349,URF
1530392246,3257414183,56951349,URF
1530390944,3257403543,56951349,URF
1530381600,3257337944,56951349,URF
1530380296,3257344370,56951349,URF
1530379108,3257320051,56951349,URF
1530364635,3256968677,56951349,URF
1530363235,3256993202,56951349,URF
1530362225,3256947873,56951349,URF
1530360953,3256932176,56951349,URF
1530357363,3256816828,56951349,URF
1530295562,3255767367,56951349,URF
1530289460,3255685745,56951349,URF
1530287945,3255680863,56951349,URF
1530286749,3255655160,56951349,URF
1530280647,3255487481,56951349,URF
1530279536,3255480979,56951349,URF
1530278215,3255425745,56951349,URF
1530277023,3255450043,56951349,URF
1530275582,3255374225,56951349,URF
1530272736,3255340453,56951349,URF
1530269919,3255270804,56951349,URF
1530268433,3255226329,56951349,URF
1530263941,3255200278,56951349,URF
1530262439,3255116896,56951349,URF
1530261182,3255132867,56951349,URF
1530260202,3255069209,56951349,URF
1528520974,3234600061,56921556,Ranked Solo
1528518941,3234562512,56921556,Ranked Solo
1528481841,3234349087,56921556,Ranked Solo
1528479770,3234304760,56921556,Ranked Solo
1528477687,3234279040,56921556,Ranked Solo
1528475485,3234282121,56921556,Ranked Solo
1528473548,3234207113,56921556,Ranked Solo
1528471938,3234211214,56921556,Ranked Solo
1528464323,3234028517,56921556,Ranked Solo
1528439860,3233377902,56921556,Ranked Solo
1528438377,3233374270,56921556,Ranked Solo
1528436104,3233360958,56921556,Ranked Solo
1528396024,3233222849,56921556,Ranked Solo
1528394160,3233211223,56921556,Ranked Solo
1528392419,3233188378,56921556,Ranked Solo
1528380820,3233028096,56921556,Ranked Solo
1528378468,3233030647,56921556,Ranked Solo
1528376088,3232980312,56921556,Ranked Solo
1528354011,3232691502,56921556,Ranked Solo
1528351595,3232618679,56921556,Ranked Solo
1528433770,3233348153,64250795,Ranked Solo
1528431853,3233335638,64250795,Ranked Solo
1528402437,3233228372,64250795,Ranked Solo
1528400554,3233236649,64250795,Ranked Solo
1528398333,3233235549,64250795,Ranked Solo
1528397075,3233214201,64250795,Ranked Solo
1528394794,3233222031,64250795,Ranked Solo
1528383142,3233105834,64250795,Ranked Solo
1528379150,3233010843,64250795,Ranked Solo
1528376794,3232964618,64250795,Ranked Solo
1528374775,3232916995,64250795,Ranked Solo
1528372927,3232877066,64250795,Ranked Solo
1528370125,3232849123,64250795,Ranked Solo
1528367349,3232851110,64250795,Ranked Solo
1528359208,3232741434,64250795,Ranked Solo
1528356495,3232676007,64250795,Ranked Solo
1528353994,3232681568,64250795,Ranked Solo
1528352173,3232639430,64250795,Ranked Solo
1528350709,3232635558,64250795,Ranked Solo
1528347909,3232652946,64250795,Ranked Solo
1530258925,3255094575,56951349,URF
1530257884,3255071759,56951349,URF
1530214711,3254825214,56951349,URF
1530213524,3254814108,56951349,URF
1530212219,3254812662,56951349,URF
1530210910,3254830828,56951349,URF
1530207289,3254765070,56951349,URF
1530205786,3254772479,56951349,URF
1530199746,3254695151,56951349,URF
1530198220,3254680573,56951349,URF
1530107438,3253508751,56951349,Ranked Solo
1530092797,3253360421,56951349,Ranked Solo
1530090772,3253296535,56951349,Ranked Solo
1529897537,3251322050,56951349,Ranked Solo
1529895615,3251320745,56951349,Ranked Solo
1529865183,3251215717,56951349,Ranked Solo
1529862968,3251194041,56951349,Ranked Solo
1529860468,3251159670,56951349,Ranked Solo
1529858252,3251185961,56951349,Ranked Solo
1529855568,3251162093,56951349,Ranked Solo
1528308875,3232475997,56921556,Ranked Solo
1528305917,3232492632,56921556,Ranked Solo
1528303344,3232417162,56921556,Ranked Solo
1528300941,3232442500,56921556,Ranked Solo
1528266842,3231482696,56921556,Ranked Solo
1528265461,3231427081,56921556,Ranked Solo
1528263396,3231416716,56921556,Ranked Solo
1528223519,3230819563,56921556,Ranked Solo
1528220283,3230802609,56921556,Ranked Solo
1528218452,3230719933,56921556,Ranked Solo
1528216265,3230730461,56921556,Ranked Solo
1528213450,3230496022,56921556,Ranked Solo
1528205382,3230235125,56921556,Ranked Solo
1528181220,3229875334,56921556,Ranked Solo
1528179344,3229863874,56921556,Ranked Solo
1528178299,3229860914,56921556,Ranked Solo
1528175761,3229827614,56921556,Ranked Solo
1528173400,3229833248,56921556,Ranked Solo
1528133150,3229647331,56921556,Ranked Solo
1528131522,3229654255,56921556,Ranked Solo
1528344162,3232578842,64250795,Ranked Solo
1528341895,3232597254,64250795,Ranked Solo
1528311735,3232499428,64250795,Ranked Solo
1528309351,3232487757,64250795,Ranked Solo
1528307549,3232485390,64250795,Ranked Solo
1528305427,3232491741,64250795,Ranked Solo
1528303548,3232417237,64250795,Ranked Solo
1528297860,3232222537,64250795,Ranked Solo
1528295634,3232029140,64250795,Ranked Solo
1528294431,3232063089,64250795,Ranked Solo
1528292912,3231978491,64250795,Ranked Solo
1528290727,3231948532,64250795,Ranked Solo
1528289164,3231941590,64250795,Ranked Solo
1528287300,3231873718,64250795,Ranked Solo
1528285421,3231855052,64250795,Ranked Solo
1528283332,3231788029,64250795,Ranked Solo
1528281305,3231812192,64250795,Ranked Solo
1528274025,3231620266,64250795,Ranked Solo
1528266679,3231490459,64250795,Ranked Solo
1528264874,3231389552,64250795,Ranked Solo
1528568520,3235777300,25260179,Ranked Solo
1528566675,3235753621,25260179,Ranked Solo
1528564846,3235728758,25260179,Ranked Solo
1528563561,3235724722,25260179,Ranked Solo
1528561591,3235675564,25260179,Ranked Solo
1528557462,3235591706,25260179,Ranked Solo
1528523272,3234616718,25260179,Ranked Solo
1528521465,3234630630,25260179,Ranked Solo
1528486271,3234376877,25260179,Ranked Solo
1528484974,3234373053,25260179,Ranked Solo
1528480606,3234345281,25260179,Ranked Solo
1528478124,3234340839,25260179,Ranked Solo
1528473025,3234215078,25260179,Ranked Solo
1528471593,3234194671,25260179,Ranked Solo
1528468994,3234116870,25260179,Ranked Solo
1528466938,3234058644,25260179,Ranked Solo
1528454624,3233862345,25260179,Ranked Solo
1528452640,3233837164,25260179,Ranked Solo
1528436505,3233400960,25260179,Ranked Solo
1528434006,3233338590,25260179,Ranked Solo
1528129680,3229628111,56921556,Ranked Solo
1528126845,3229634466,56921556,Ranked Solo
1528125518,3229590086,56921556,Ranked Solo
1528120519,3229491178,56921556,Ranked Solo
1528117600,3229433796,56921556,Ranked Solo
1528116248,3229375649,56921556,Ranked Solo
1528114262,3229149491,56921556,Ranked Solo
1528111565,3229028957,56921556,Ranked Solo
1528109201,3229023848,56921556,Ranked Solo
1528094803,3228880416,56921556,Ranked Solo
1528092927,3228838496,56921556,Ranked Solo
1528091437,3228845471,56921556,Ranked Solo
1527951427,3227047811,56921556,Ranked Solo
1527949711,3226998002,56921556,Ranked Solo
1527946760,3226913412,56921556,Ranked Solo
1527944549,3226852241,56921556,Ranked Solo
1527941628,3226771906,56921556,Ranked Solo
1527920494,3226087709,56921556,Ranked Solo
1527863687,3225207660,56921556,Ranked Solo
1527860981,3225148528,56921556,Ranked Solo
1528261904,3231382177,64250795,Ranked Solo
1528259095,3231332852,64250795,Ranked Solo
1528221605,3230795924,64250795,Ranked Solo
1528219689,3230810674,64250795,Ranked Solo
1528217753,3230725505,64250795,Ranked Solo
1528215318,3230677893,64250795,Ranked Solo
1528213490,3230489317,64250795,Ranked Solo
1528211413,3230348280,64250795,Ranked Solo
1528208978,3230268149,64250795,Ranked Solo
1528204700,3230191209,64250795,Ranked Solo
1528202446,3230118911,64250795,Ranked Solo
1528198781,3230077589,64250795,Ranked Solo
1528196643,3230041543,64250795,Ranked Solo
1528194708,3230036937,64250795,Ranked Solo
1528193189,3230013588,64250795,Ranked Solo
1528191688,3229986947,64250795,Ranked Solo
1528188781,3229961269,64250795,Ranked Solo
1528186568,3229906394,64250795,Ranked Solo
1528182959,3229849072,64250795,Ranked Solo
1528180790,3229845036,64250795,Ranked Solo
1529825477,3250693121,56951349,Ranked Solo
1529824071,3250657801,56951349,Ranked Solo
1529779516,3250099250,56951349,Ranked Solo
1529777580,3250067243,56951349,Ranked Solo
1529764999,3249993737,56951349,ARAM
1529757665,3249817342,56951349,Ranked Solo
1529754471,3249783013,56951349,Ranked Solo
1529751860,3249735575,56951349,Ranked Solo
1529750179,3249720080,56951349,Ranked Solo
1529745547,3249606674,56951349,Ranked Solo
1529724362,3249214986,56951349,Ranked Solo
1529690605,3248935916,56951349,ARAM
1529688843,3248911336,56951349,Ranked Solo
1529685495,3248873671,56951349,Ranked Solo
1529683120,3248818694,56951349,Ranked Solo
1529555796,3247445480,56951349,Ranked Solo
1529554022,3247463802,56951349,Ranked Solo
1529552132,3247462365,56951349,ARAM
1529550807,3247450511,56951349,Ranked Solo
1529504986,3247186966,56951349,Ranked Solo
1527857829,3225103570,56921556,Ranked Solo
1527855291,3225055546,56921556,Ranked Solo
1527853818,3225030240,56921556,Ranked Solo
1527852263,3224980996,56921556,Ranked Solo
1527849418,3224945072,56921556,Ranked Solo
